univ_name,alias,address,sinta_id,pddikti_code,author_number,dept_number,journal_number,sinta_score_overall,sinta_score_3yr,sinta_score_productivity,sinta_score_productivity_3yr,scopus_docs,scopus_citation,scopus_cited_doc,scopus_citation_per_researchers,gscholar_docs,gscholar_citation,gscholar_cited_doc,gscholar_citation_per_researchers,wos_docs,wos_citation,wos_cited_doc,wos_citation_per_researchers,garuda_docs,garuda_citation,garuda_cited_doc,garuda_citation_per_researchers
Ikatan Ilmuwan Internasional Luxembourg,DIASPORA LUXEMBOURG,"UNKNOWN - UNKNOWN, ID",8244048,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Islamiyah,-,"KOTA TANGERANG SELATAN - BANTEN, ID",1616,043250,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Politeknik Ma arif,-,"KAB. BANYUMAS - JAWA TENGAH, ID",337,065007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Teknik Bina Cendikia,-,"KOTA BANDA ACEH - ACEH, ID",3372,133010,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Sekretari Manajemen Nusantara,ASM NUSANTARA,"KOTA BANDA ACEH - ACEH, ID",3408,134005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan Pemda Toli-Toli,-,"KAB. BUOL - SULAWESI TENGAH, ID",4394,344068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan Pemkab Belitung,-,"KAB. BELITUNG - KEPULAUAN BANGKA BELITUNG, ID",4395,344069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kebidanan Anindya,-,"- - -, ID",2346,074127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Teologi Victory Cibubur,-,"KAB. BOGOR - JAWA BARAT, ID",4139,233111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIKES Shinta Jaya Mamuju,-,"KAB. MAMUJU - SULAWESI BARAT, ID",8244521,093206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disable -- Universitas Pembangunan Nasional Veteran Jatim,-,"KOTA SURABAYA - JAWA TIMUR, ID",2090,07106400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Politeknik Darma Ganesha,POLTEK DARMA GANESHA,"KAB. BELITUNG - KEPULAUAN BANGKA BELITUNG, ID",8244009,025013,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Perpajakan Padang (AKAP) Bekasi,-,"KAB. BEKASI - JAWA BARAT, ID",1834,044235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balai Penelitian dan Pengembangan Agama Semarang,BLAS,"- - -, ID",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Perikanan Bitung,-,"- - -, ID",4407,394002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Akuntansi dan Komputer Stephen Jambi,-,"KOTA JAMBI - JAMBI, ID",3127,104141,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Britania Raya,DIASPORA BRITANIA RAYA,"UNKNOWN - UNKNOWN, ID",8244022,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kebidanan Graha Rabita Anugerah,-,"- - -, ID",2870,094137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan Luwuk,-,"KAB. BANGGAI - SULAWESI TENGAH, ID",4393,344067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Politeknik Profesional Mandiri,-,"KOTA MEDAN - SUMATERA UTARA, ID",822,015007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan As-Syafi iyah Bekasi,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1334,034174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Swiss,DIASPORA SWISS,"UNKNOWN - UNKNOWN, ID",8244047,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Canda Bhirawa,-,"- - -, ID",2112,073099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKBID Wira Husada Nusantara,-,"KAB. BLORA - JAWA TENGAH, ID",320,064155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Brunei,DIASPORA BRUNEI,"UNKNOWN - UNKNOWN, ID",8244032,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Benin,DIASPORA BENIN,"UNKNOWN - UNKNOWN, ID",8244031,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disable - Balai Pengkajian Teknologi Pertanian (BPTP) Yogyakarta,BPTP YOGYAKARTA,"KAB. BANTUL - DAERAH ISTIMEWA YOGYAKARTA, ID",8255,0000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Teknik Gigi Hang Tuah Jakarta,-,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",1342,034183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Teknik Cikarang,-,"- - -, ID",4671,043209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Georgia,DIASPORA GEORGIA,"UNKNOWN - UNKNOWN, ID",8244030,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Analis Kesehatan Bakti Asih,-,"- - -, ID",4654,044209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Komunikasi The Next Academy,-,"- - ACEH, ID",1327,20107742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STAI Al-Amanah Jeneponto, Sulawesi Selatan",-,"KAB. JENEPONTO - SULAWESI SELATAN, ID",3885,213327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan Sari Mutiara Medan,-,"- - -, ID",814,014228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan Syuhada Padangsidempuan,-,"- - -, ID",815,014232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Amsir Pare-pare,-,"KOTA PARE PARE - SULAWESI SELATAN, ID",2605,093033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan Pemprov Jawa Tengah,-,"KAB. WONOSOBO - JAWA TENGAH, ID",301,344036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Pariwisata Makassar,-,"- - -, ID",4403,383003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Politeknik Kesehatan Majapahit,-,"- - -, ID",2355,075006,0,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kebidanan Medistra Lubuk Pakam,-,"KAB. DELI SERDANG - SUMATERA UTARA, ID",819,014241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Teologia Kabar Baik,-,"KAB. BANDUNG - JAWA BARAT, ID",4146,233123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan Pemda Kabupaten Serang,-,"- - -, ID",4396,344070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Komunikasi Manado,-,"KOTA MANADO - SULAWESI UTARA, ID",2608,163007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kebidanan Bambapuang Prima Persada,-,"- - -, ID",2866,094133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kebidanan Mitra Persahabatan,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1328,034169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
er,ER,"- - -, ID",69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Jerman,DIASPORA JERMAN,"UNKNOWN - UNKNOWN, ID",8244018,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Finlandia,DIASPORA FINLANDIA,"UNKNOWN - UNKNOWN, ID",8244036,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAI Raden Qosim Lamongan,-,"UNKNOWN - UNKNOWN, ID",3652,213067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Media Nusantara Citra,STIE MNC,"KOTA ADM. JAKARTA BARAT - DKI JAKARTA, ID",8244015,033212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STMIK Sisingamangaraja XII,-,"KOTA MEDAN - SUMATERA UTARA, ID",580,013072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STKIP PGRI Manado,-,"KOTA MANADO - SULAWESI UTARA, ID",2627,163014,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Uni Emirat Arab,DIASPORA UNI EMIRAT ARAB,"UNKNOWN - UNKNOWN, ID",8244035,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAI Pangeran Diponegoro Nganjuk Jawa Timur,-,"UNKNOWN - UNKNOWN, ID",3651,213066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disable -- STIKES Getsempena Lhoksukon,-,"KAB. ACEH UTARA - ACEH, ID",3396,133036,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disable -- Sekolah Tinggi Manajemen Informatika dan Komputer Lembah Dempo,STMIK LEMBAH DEMPO,"KOTA PAGAR ALAM - SUMATERA SELATAN, ID",8262,023133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Argentina,DIASPORA ARGENTINA,"UNKNOWN - UNKNOWN, ID",8244039,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kebidanan Bhinneka Jakarta Satu,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1351,034198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STKIP Arastamar di Tangerang,-,"- - -, ID",4678,043338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kantor Diklat dan Litbang Kabupaten Demak,DIKLATLITBANG DEMAK,"- - -, ID",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIKES Bina Bangsa Kuala Simpang,-,"- - -, ID",3398,133038,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Institut Teknologi dan Bisnis Bina Adinata,-,"UNKNOWN - UNKNOWN, ID",8244549,092036,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Selandia Baru,DIASPORA SELANDIA BARU,"UNKNOWN - UNKNOWN, ID",8244037,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan Rumah Sakit Jakarta,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1333,034173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Korea Selatan,DIASPORA KOREA SELATAN,"UNKNOWN - UNKNOWN, ID",8244020,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Politeknik Batam,-,"- - -, ID",565,105001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Zambia,DIASPORA ZAMBIA,"UNKNOWN - UNKNOWN, ID",8244038,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAI Al-Mahdi Fakfak,-,"KAB. FAK FAK - PAPUA BARAT, ID",3892,213334,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-,-,"UNKNOWN - UNKNOWN, ID",8245,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Pendidikan Kesehatan Talitakum,-,"KOTA MEDAN - SUMATERA UTARA, ID",820,014249,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Sekretaris Dan Manajemen Laksi-31,-,"- - -, ID",1332,034172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Singapura,DIASPORA SINGAPURA,"UNKNOWN - UNKNOWN, ID",8244019,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Institut Teknologi dan Bisnis Yadika Pasuruan,-,"UNKNOWN - UNKNOWN, ID",8244567,072040,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Austria,DIASPORA AUSTRIA,"UNKNOWN - UNKNOWN, ID",8244054,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STISI Bandung,-,"- - -, ID",4694,043053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Romania,DIASPORA ROMANIA,"UNKNOWN - UNKNOWN, ID",8244055,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Komunikasi Wangsa Jaya,-,"KOTA SERANG - BANTEN, ID",1623,043258,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Pariwisata Bhakti Nusantara,-,"KOTA ADM. JAKARTA UTARA - DKI JAKARTA, ID",1366,034213,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Teologi Misi Tuaian Semesta Bandung,-,"KAB. BANDUNG BARAT - JAWA BARAT, ID",4148,233126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pendidikan dan Pengajaran Agama Katolik,-,"- - -, ID",86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Uganda,DIASPORA UGANDA,"UNKNOWN - UNKNOWN, ID",8244053,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Turki,DIASPORA TURKI,"UNKNOWN - UNKNOWN, ID",8244026,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIKES Cut Nyak Dhien Langsa,STIKESCND,"KOTA LANGSA - ACEH, ID",3386,133026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Maritim Nusantara Malahayati,-,"KOTA BANDA ACEH - ACEH, ID",3413,134011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Teknologi Ar-rahmah Cianjur,-,"- - -, ID",4666,043202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Kesehatan Rustida,-,"UNKNOWN - UNKNOWN, ID",8244537,073188,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Hongaria,DIASPORA HONGARIA,"UNKNOWN - UNKNOWN, ID",8244025,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disable -- Akademi Keperawatan Bala Keselamatan,-,"KOTA PALU - SULAWESI TENGAH, ID",2873,164023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Perancis (Metropolitan),DIASPORA PERANCIS,"UNKNOWN - UNKNOWN, ID",8244024,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Budi Utomo Manado,-,"- - -, ID",2617,163009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Teknologi Nasional Bandung,-,"- - -, ID",4669,043208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Bulgaria,DIASPORA BULGARIA,"UNKNOWN - UNKNOWN, ID",8244029,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Perikanan Sidoarjo,-,"- - -, ID",4408,394003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Kesehatan Langsa,-,"KOTA LANGSA - ACEH, ID",3389,133029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STMIK Bahrul  ulum Jombang,STMIKBU,"- - ACEH, ID",2109,073119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Fisioterapi ST Lukas Tomohon,-,"KOTA TOMOHON - SULAWESI UTARA, ID",2877,164025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Spanyol,DIASPORA SPANYOL,"UNKNOWN - UNKNOWN, ID",8244027,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Farmasi Hang Tuah Jakarta,-,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",1341,034182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kebidanan Soko Tunggal,-,"KAB. SEMARANG - JAWA TENGAH, ID",330,064146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Arab Saudi,DIASPORA ARAB SAUDI,"UNKNOWN - UNKNOWN, ID",8244041,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STMIK U budiyah Indonesia,-,"- - -, ID",3388,133028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Politeknik Yanada,-,"KOTA MEDAN - SUMATERA UTARA, ID",827,015013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Universitas Karya Dharma Makassar,UKDM,"KOTA MAKASSAR - SULAWESI SELATAN, ID",8265,091051,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan Ngudi Waluyo Ungaran,-,"- - -, ID",329,064148,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STMIK LPKIA Bandung,-,"KOTA BANDUNG - JAWA BARAT, ID",1609,043243,1,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Norwegia,DIASPORA NORWEGIA,"UNKNOWN - UNKNOWN, ID",8244040,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kantor Ristekin Kota Pekalongan,RISTEKIN,"- - -, ID",73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
litbang sragen,BADIKLAT,"- - -, ID",72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Hukum Damarica Palopo,-,"KOTA PALOPO - SULAWESI SELATAN, ID",2632,093062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Universitas Kejuangan 45 Jakarta,-,"KOTA ADM. JAKARTA BARAT - DKI JAKARTA, ID",1091,031047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disabled -- Akademi Fisioterapi Widya Husada,-,"KOTA SEMARANG - JAWA TENGAH, ID",323,064156,1,0,0,52,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Afrika Selatan,DIASPORA AFRIKA SELATAN,"UNKNOWN - UNKNOWN, ID",8244034,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Kesehatan Bakti Indonesia,-,"- - -, ID",4674,073147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Myanmar,DIASPORA MYANMAR,"UNKNOWN - UNKNOWN, ID",8244033,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STMIK Matuari,-,"- - -, ID",2626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disable -- Politeknik Kridatama Bandung,-,"KOTA BANDUNG - JAWA BARAT, ID",1857,045031,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan RSU FK-UKI,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1345,034190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kantor Riset, Teknologi dan Inovasi Kota Pekalongan",RISTEKIN,"- - -, ID",79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAI Ngawi Jawa Timur,-,"KAB. NGAWI - JAWA TIMUR, ID",3649,213064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Institut Teknologi dan Kesehatan Ika Bina,-,"KAB. LABUHANBATU - SUMATERA UTARA, ID",8244558,012021,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASEAN Committee on Science and Technology,COST,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",8244302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Komunikasi Radio Dan Televisi Hutama,-,"- - -, ID",4686,044077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Dharma Iswara,-,"- - -, ID",2126,073084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Korea Utara,DIASPORA KOREA UTARA,"UNKNOWN - UNKNOWN, ID",8244046,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Manajemen Informatika dan Komputer Harapan Ibu,-,"KOTA LANGSA - ACEH, ID",3406,133049,1,2,0,4,0,1,0,0,0,0,0,1,18,1,"2,25",0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Italia,DIASPORA ITALIA,"UNKNOWN - UNKNOWN, ID",8244045,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Litbang Iptek Kabupaten Wonogiri,-,"- - -, ID",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Teologi Biwara Wacana,-,"KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",4172,233177,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disable -- Universitas Nusa Tenggara Barat,UNTB,"KOTA MATARAM - NUSA TENGGARA BARAT, ID",2380,081017,0,0,0,1.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Islandia,DIASPORA ISLANDIA,"UNKNOWN - UNKNOWN, ID",8244043,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balai Penelitian Pengelolaan Teknologi Daerah Aliran Sungai,BPPTPDAS,"KOTA SURAKARTA - JAWA TENGAH, ID",8267,BPPTPDAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STAI Madina (STAIM) Panyabungan, Mandailing Natal, Sumatera Utara",-,"KAB. MANDAILING NATAL - SUMATERA UTARA, ID",3916,213366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Rusia,DIASPORA RUSIA,"UNKNOWN - UNKNOWN, ID",8244042,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kantor Litbang Iptek Kabupaten Wonogiri,-,"- - -, ID",75,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Deli Sumatera,STIE DELI SUMATERA,"KOTA MEDAN - SUMATERA UTARA, ID",8244308,013203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Politeknik Komputer Niaga Lpkia,-,"KOTA BANDUNG - JAWA BARAT, ID",1610,045008,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Teknologi Patriot,-,"- - -, ID",4682,044055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Polandia,DIASPORA POLANDIA,"UNKNOWN - UNKNOWN, ID",8244052,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
