univ_name,alias,address,sinta_id,pddikti_code,author_number,dept_number,journal_number,sinta_score_overall,sinta_score_3yr,sinta_score_productivity,sinta_score_productivity_3yr,scopus_docs,scopus_citation,scopus_cited_doc,scopus_citation_per_researchers,gscholar_docs,gscholar_citation,gscholar_cited_doc,gscholar_citation_per_researchers,wos_docs,wos_citation,wos_cited_doc,wos_citation_per_researchers,garuda_docs,garuda_citation,garuda_cited_doc,garuda_citation_per_researchers
Universitas Persatuan Guru 1945 NTT,UPG 1945 NTT,"KOTA KUPANG - NUSA TENGGARA TIMUR, ID",1987,151013,74,22,0,3.384,1.885,24,13,16,19,10,"0,13",204,905,72,"6,16",0,0,0,0,101,0,0,0
Politeknik Kesehatan Kementerian Kesehatan Pontianak,POLTEKKES KEMENKES PONTIANAK,"KOTA PONTIANAK - KALIMANTAN BARAT, ID",4432,405021,145,20,2,3.551,2.162,28,17,26,104,17,"0,70",975,2.409,314,"16,17",0,0,0,0,77,1,1,"0,01"
Universitas Islam Zainul Hasan Genggong,UNZAH,"KAB. PROBOLINGGO - JAWA TIMUR, ID",3811,211001,123,15,4,4.491,2.176,38,18,64,460,47,"3,77",1.661,7.073,654,"57,98",0,0,0,0,72,1,1,"0,01"
Universitas Putra Indonesia Cianjur,UNPI CIANJUR,"KAB. CIANJUR - JAWA BARAT, ID",1423,041035,38,6,0,2.579,2.108,49,40,4,9,3,"0,15",383,100.960,104,"1.655,08",0,0,0,0,31,0,0,0
STIKES Yarsi Pontianak,STIKES YARSI PONTIAN,"KOTA PONTIANAK - KALIMANTAN BARAT, ID",3227,113083,18,3,0,2.520,2.174,120,104,10,67,8,"2,23",134,270,38,"9,00",0,0,0,0,28,0,0,0
Sekolah Tinggi Teologi Arastamar Bengkulu,STTAB,"KOTA BENGKULU - BENGKULU, ID",4196,233208,15,1,1,2.760,2.106,212,162,0,0,0,0,119,353,72,"27,15",0,0,0,0,180,0,0,0
Universitas Mathla ul Anwar,UNMA,"KAB. PANDEGLANG - BANTEN, ID",1420,041032,126,22,3,5.366,2.105,35,14,31,109,16,"0,66",1.116,3.356,386,"20,34",0,0,0,0,20,0,0,0
Universitas Awal Bros,UAB,"KOTA PEKANBARU - RIAU, ID",8244621,101041,43,12,0,2.544,2.109,41,34,8,12,3,"0,17",585,543,159,"7,65",0,0,0,0,67,0,0,0
STIKES Karsa Husada Garut,STIKES KHG,"KAB. GARUT - JAWA BARAT, ID",1657,043298,51,6,1,3.469,2.117,53,33,10,6,3,"0,07",436,1.029,168,"11,18",0,0,0,0,142,0,0,0
Sekolah Tinggi Ilmu Kesehatan Surya Global,STIKES SURYA GLOBAL,"KAB. BANTUL - DAERAH ISTIMEWA YOGYAKARTA, ID",1915,053030,69,4,2,4.429,2.139,54,26,2,1,1,"0,01",780,2.489,307,"29,63",0,0,0,0,144,0,0,0
Badan Informasi Geospasial,BIG,"KAB. BOGOR - JAWA BARAT, ID",8079,0,39,0,2,6.232,2.129,0,0,234,765,114,0,767,2.452,374,0,0,0,0,0,21,1,1,0
Sekolah Tinggi Teologi Simpson Ungaran,STT SIMPSON,"KAB. SEMARANG - JAWA TENGAH, ID",345,233156,21,3,2,3.256,2.133,192,126,2,2,1,"0,11",294,2.301,187,"127,83",0,0,0,0,150,0,0,0
STIKES Senior Medan,STIKES SENIOR MEDAN,"KOTA MEDAN - SUMATERA UTARA, ID",710,013185,45,7,0,2.891,2.180,51,38,35,132,26,"1,94",407,722,157,"10,62",1,0,0,0,51,1,1,"0,01"
Belitung Raya Foundation,-,"KAB. BELITUNG TIMUR - KEPULAUAN BANGKA BELITUNG, ID",8162,16,1,0,1,3.225,2.183,0,0,55,780,43,0,116,2.080,83,0,12,19,7,0,0,0,0,0
Universitas Dwijendra,UNDWI,"KOTA DENPASAR - BALI, ID",2367,081005,80,10,1,4.422,2.116,78,37,9,52,7,"0,57",1.376,4.352,556,"47,30",1,3,1,"0,03",149,0,0,0
Universitas Muhammadiyah Kudus,UMKU,"KAB. KUDUS - JAWA TENGAH, ID",210,061050,111,20,1,5.111,2.190,30,13,56,626,38,"2,20",1.934,5.215,715,"18,36",0,0,0,0,112,1,1,"0,00"
Universitas Ibnu Sina,UIS,"KOTA BATAM - KEPULAUAN RIAU, ID",2965,101033,89,8,0,3.295,2.210,26,17,34,62,17,"0,45",1.278,4.501,453,"32,38",1,1,1,"0,01",68,0,0,0
Universitas Widya Gama Mahakam Samarinda,UWGM,"KOTA SAMARINDA - KALIMANTAN TIMUR, ID",3138,111007,101,12,9,3.689,2.186,37,22,24,54,9,"0,41",1.325,5.740,385,"43,48",0,0,0,0,59,0,0,0
Sekolah Tinggi Ilmu Kesehatan Mercubaktijaya Padang,STIKES MCB,"KOTA PADANG - SUMATERA BARAT, ID",2987,103082,61,7,1,5.391,2.207,90,37,8,30,5,"0,36",802,1.538,264,"18,31",0,0,0,0,137,0,0,0
STIKES Mitra Keluarga,-,"KOTA BEKASI - JAWA BARAT, ID",1257,033209,29,5,0,3.329,2.216,101,67,23,59,15,"1,74",424,1.127,144,"33,15",2,0,0,0,125,1,1,"0,03"
Sekolah Tinggi Teologi Baptis Indonesia,STBI,"KOTA SEMARANG - JAWA TENGAH, ID",103,233016,29,6,1,4.020,2.156,109,58,36,344,26,"8,39",592,4.959,326,"120,95",0,0,0,0,94,0,0,0
Institut Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,IAIN SAS BABEL,"KAB. BANGKA - KEPULAUAN BANGKA BELITUNG, ID",3545,202043,113,14,6,2.779,1.625,20,12,8,4,2,"0,02",1.272,2.907,400,"16,06",0,0,0,0,89,0,0,0
STAI As-Sunnah Deli Serdang Sumatera Utara,-,"KAB. DELI SERDANG - SUMATERA UTARA, ID",3678,213098,30,5,1,1.874,1.629,52,45,2,0,0,0,158,566,51,"15,30",0,0,0,0,67,1,1,"0,03"
Institut Teknologi Sains dan Kesehatan Insan Cendekia Medika Jombang,ITS KESEHATAN ICME,"KAB. JOMBANG - JAWA TIMUR, ID",8244565,072039,47,9,0,3.552,1.628,63,29,9,3,3,"0,05",1.109,829,321,"13,16",0,0,0,0,207,0,0,0
Universitas Bojonegoro,-,"KAB. BOJONEGORO - JAWA TIMUR, ID",2074,071046,85,8,0,3.826,1.632,44,19,5,3,1,"0,03",1.180,9.095,622,"93,76",0,0,0,0,73,0,0,0
Institut Agama Islam Al-Khairat Pamekasan Jawa Timur,IAI AL-KHAIRAT,"KAB. PAMEKASAN - JAWA TIMUR, ID",8390,212076,59,8,1,2.703,1.641,43,26,8,17,4,"0,24",496,1.101,172,"15,51",0,0,0,0,126,0,0,0
Universitas Pradita,UP,"KAB. TANGERANG - BANTEN, ID",1233,031067,65,13,0,4.242,1.885,51,22,90,328,55,"3,45",1.114,9.143,540,"96,24",0,0,0,0,70,0,0,0
Universitas Sintuwu Maroso Poso,UNSIMAR,"KAB. POSO - SULAWESI TENGAH, ID",2538,161004,103,15,0,3.288,1.642,34,17,12,11,5,"0,10",652,693,187,"6,48",0,0,0,0,179,0,0,0
STKIP Al Hikmah Surabaya,-,"KOTA SURABAYA - JAWA TIMUR, ID",2266,073167,30,5,0,3.438,1.648,107,51,26,55,14,"1,45",489,1.284,198,"33,79",0,0,0,0,21,0,0,0
STKIP PGRI Bandar Lampung,STKIP PGRI BANDAR LA,"KOTA BANDAR LAMPUNG - LAMPUNG, ID",872,023013,58,8,2,3.254,1.625,59,30,17,18,8,"0,23",1.530,3.031,334,"38,86",0,0,0,0,101,2,1,"0,03"
Sekolah Tinggi Ilmu Kesehatan Bethesda Yakkum,STIKES BETHESDA YAKKUM,"KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",1921,053040,37,4,1,2.453,1.639,72,48,0,0,0,0,417,570,116,"14,25",0,0,0,0,99,0,0,0
Sekolah Tinggi Ilmu Kesehatan Syedza Saintika,-,"KOTA PADANG - SUMATERA BARAT, ID",3006,103103,69,9,1,4.699,1.887,67,27,8,24,6,"0,28",1.017,1.813,334,"21,08",1,1,1,"0,01",134,0,0,0
Sekolah Tinggi Manajemen Asuransi Trisakti,STMA TRISAKTI,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1213,033152,21,4,0,2.238,1.890,68,57,3,11,2,"0,28",219,1.771,87,"45,41",0,0,0,0,15,0,0,0
STIMI Banjarmasin,-,"KOTA BANJARMASIN - KALIMANTAN SELATAN, ID",3157,113003,26,2,2,2.460,1.897,112,86,5,13,5,"0,45",237,526,100,"18,14",0,0,0,0,87,1,1,"0,03"
STKIP PGRI Trenggalek,-,"KAB. TRENGGALEK - JAWA TIMUR, ID",2171,073045,39,5,0,3.036,1.901,89,56,1,0,0,0,321,828,122,"14,53",0,0,0,0,69,0,0,0
Sekolah Tinggi Ilmu Al-Qur`an Amuntai,STIQ AMUNTAI KALIMANTAN SELATAN,"KAB. HULU SUNGAI UTARA - KALIMANTAN SELATAN, ID",3931,213398,21,2,3,3.337,1.905,133,76,3,0,0,0,423,573,147,"14,69",1,0,0,0,158,0,0,0
Universitas Nasional Karangturi,UNIVERSITAS NASIONAL KARANGTURI SEMARANG,"KOTA SEMARANG - JAWA TENGAH, ID",8427,061046,32,10,0,2.314,1.899,61,50,9,51,6,"1,24",290,678,79,"16,54",0,0,0,0,48,0,0,0
Sekolah Tinggi Meteorologi Klimatologi dan Geofisika,-,"KOTA TANGERANG SELATAN - BANTEN, ID",4325,303001,43,12,1,3.869,1.891,81,39,127,380,68,"5,51",704,1.148,255,"16,64",0,0,0,0,13,7,2,"0,10"
Institut Pendidikan Tapanuli Selatan,IPTS,"KOTA PADANGSIDIMPUAN - SUMATERA UTARA, ID",631,012009,93,11,2,4.662,2.065,51,23,1,2,1,"0,02",1.779,4.317,651,"38,54",0,0,0,0,165,0,0,0
Sekolah Tinggi Ilmu Ekonomi Pertiba,-,"KOTA PANGKAL PINANG - KEPULAUAN BANGKA BELITUNG, ID",868,023009,19,2,0,3.537,2.075,177,104,43,56,19,"1,81",724,1.281,212,"41,32",0,0,0,0,140,0,0,0
Politeknik ATK Yogyakarta,-,"KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",4469,435007,45,3,0,4.880,2.077,90,38,129,404,80,"5,05",553,1.277,224,"15,96",0,0,0,0,59,0,0,0
Politeknik Kesejahteraan Sosial Bandung,POLTEKESOS BANDUNG,"KOTA BANDUNG - JAWA BARAT, ID",4477,455001,52,5,2,2.608,1.921,31,23,9,70,3,"0,80",473,1.739,170,"19,99",0,0,0,0,41,1,1,"0,01"
Politeknik Kesehatan BHakti Mulia,POLTEKKES BHAKTI MULIA,"KAB. SUKOHARJO - JAWA TENGAH, ID",180,065023,24,4,0,4.997,2.081,208,87,1,8,1,"0,30",314,1.802,167,"66,74",0,0,0,0,73,0,0,0
Sekolah Tinggi Maritim Yogyakarta,STIMARYO,"KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",1937,053049,27,4,0,3.289,2.070,110,69,6,25,4,"0,42",254,447,108,"7,45",0,0,0,0,99,1,1,"0,02"
Institut Seni Budaya Indonesia Aceh,ISBI ACEH,"KAB. ACEH BESAR - ACEH, ID",535,002011,58,6,0,2.939,2.081,44,31,0,0,0,0,360,305,118,"3,86",0,0,0,0,85,0,0,0
Politeknik Kesehatan Kementerian Kesehatan Palangka Raya,POLTEKKES KEMENKES PALANGKA RAYA,"KOTA PALANGKARAYA - KALIMANTAN TENGAH, ID",4434,405023,83,7,0,3.667,2.093,51,29,27,49,8,"0,59",799,1.276,240,"15,37",0,0,0,0,110,0,0,0
IAIN Manado,IAIN MANADO,"KOTA MANADO - SULAWESI UTARA, ID",3538,202020,117,21,6,3.927,2.102,25,14,32,83,13,"0,53",1.280,6.298,504,"40,11",0,0,0,0,96,0,0,0
Sekolah Tinggi Ilmu Kesehatan Cirebon,-,"KAB. CIREBON - JAWA BARAT, ID",1561,043178,37,9,1,3.553,2.027,50,29,15,30,4,"0,37",327,892,148,"11,01",1,1,1,"0,01",142,0,0,0
Sekolah Tinggi Akuntansi dan Manajemen Indonesia,STAMI,"KOTA PEMATANGSIANTAR - SUMATERA UTARA, ID",8244005,013197,17,2,0,3.009,2.090,177,123,8,23,4,"1,10",184,771,72,"36,71",1,1,1,"0,05",26,0,0,0
Universitas Kaltara,UNIKALTAR,"KAB. BULUNGAN - KALIMANTAN UTARA, ID",3148,111019,49,8,0,3.840,2.044,59,31,5,21,2,"0,21",383,382,100,"3,75",0,0,0,0,89,4,3,"0,04"
STKIP Weetebula,STKIP WEETEBULA,"KAB. SUMBA BARAT DAYA - NUSA TENGGARA TIMUR, ID",2478,153024,41,7,0,3.613,2.048,75,43,13,32,8,"0,67",380,925,117,"19,27",0,0,0,0,114,1,1,"0,02"
Politeknik Pariwisata Makassar,POLTEKPAR MAKASSAR,"KOTA MAKASSAR - SULAWESI SELATAN, ID",4405,385001,56,8,1,3.164,2.032,48,31,16,29,10,"0,44",458,927,154,"14,05",2,12,2,"0,18",67,0,0,0
Sekolah Tinggi Ilmu Farmasi Nusaputera,-,"KOTA SEMARANG - JAWA TENGAH, ID",8244280,063122,16,2,0,2.150,2.049,108,102,4,0,0,0,84,91,28,"3,79",0,0,0,0,9,0,0,0
Universitas Haji Sumatera Utara,UNHAJ,"KAB. DELI SERDANG - SUMATERA UTARA, ID",692,011057,66,10,0,2.537,2.057,36,29,5,2,2,"0,02",578,1.005,142,"10,15",0,0,0,0,98,0,0,0
STKIP Pangeran Dharma Kusuma Segeran Juntinyuat Indramayu,STKIP PADHAKU,"KAB. INDRAMAYU - JAWA BARAT, ID",1692,043336,41,4,1,3.938,2.055,77,40,4,8,2,"0,10",302,526,99,"6,58",0,0,0,0,131,0,0,0
Universitas Peradaban,-,"KAB. BREBES - JAWA TENGAH, ID",1993,061042,78,13,0,8.222,2.052,87,22,20,40,11,"0,32",1.507,2.571,510,"20,73",0,0,0,0,236,9,5,"0,07"
Universitas Pendidikan Muhammadiyah Sorong,UNIMUDA,"KAB. SORONG - PAPUA BARAT, ID",3483,141010,154,26,4,3.225,2.035,19,12,29,53,14,"0,27",1.063,1.535,339,"7,91",0,0,0,0,69,0,0,0
Badan Meteorologi Klimatologi dan Geofisika,BMKG,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",8160,14,26,0,1,3.506,1.986,0,0,107,594,73,0,508,1.690,249,0,0,0,0,0,0,0,0,0
STAI Dr. KH. EZ. Muttaqien Purwakarta,-,"KAB. PURWAKARTA - JAWA BARAT, ID",3743,213170,31,7,1,2.174,1.987,54,50,2,1,1,"0,02",355,1.460,169,"29,80",1,0,0,0,90,0,0,0
Politeknik Indonusa Surakarta,-,"KOTA SURAKARTA - JAWA TENGAH, ID",234,065013,49,7,0,5.340,1.994,94,35,21,36,8,"0,51",632,1.995,237,"28,50",1,1,1,"0,01",59,0,0,0
Institut PTIQ Jakarta,PTIQ JAKARTA,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",3585,212027,90,11,3,3.242,1.982,36,22,9,4,3,"0,04",1.279,6.713,614,"62,16",0,0,0,0,162,0,0,0
Poltekkes Kemenkes Banjarmasin,POLTEKKES KEMENKES B,"KOTA BANJARBARU - KALIMANTAN SELATAN, ID",4433,405022,109,12,3,5.113,1.990,50,20,64,138,24,"1,05",1.423,2.593,509,"19,79",0,0,0,0,121,2,1,"0,02"
Institut Agama Islam Ibrahimy Genteng Banyuwangi,-,"KAB. BANYUWANGI - JAWA TIMUR, ID",3597,212055,65,8,2,2.732,2.000,38,28,1,3,1,"0,04",698,5.139,321,"71,38",0,0,0,0,161,0,0,0
STKIP Kie Raha,-,"KOTA TERNATE - MALUKU UTARA, ID",3326,123034,90,10,1,3.036,2.008,28,19,6,4,1,"0,02",461,822,160,"4,70",0,0,0,0,73,1,1,"0,01"
Institut Agama Islam Tribakti (IAIT) Kediri,IAIT,"KOTA KEDIRI - JAWA TIMUR, ID",3572,212012,77,11,6,3.311,1.996,37,22,5,1,1,"0,01",801,2.554,353,"27,76",0,0,0,0,142,1,1,"0,01"
Universitas Teknologi Akba Makassar,UNITAMA,"KOTA MAKASSAR - SULAWESI SELATAN, ID",8244583,091074,49,7,1,3.623,2.005,79,44,66,226,38,"4,19",465,2.391,235,"44,28",0,0,0,0,37,0,0,0
Universitas Sains Dan Teknologi Jayapura,USTJ,"KOTA JAYAPURA - P A P U A, ID",3454,141002,92,17,0,5.462,1.844,51,17,21,100,13,"0,72",766,742,163,"5,34",0,0,0,0,100,2,2,"0,01"
Universitas IBBI,-,"KOTA MEDAN - SUMATERA UTARA, ID",8244481,011058,54,5,0,2.570,1.858,48,34,26,67,12,"1,14",655,6.302,248,"106,81",0,0,0,0,8,0,0,0
Institut Sains Dan Teknologi Nasional,ISTN,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1109,032004,83,19,2,4.981,1.873,45,17,30,100,19,"0,76",2.321,4.660,602,"35,57",0,0,0,0,59,0,0,0
STIT Pringsewu,STIT PRINGSEWU,"KAB. PRINGSEWU - LAMPUNG, ID",3665,213082,17,3,1,2.977,1.855,119,74,37,122,27,"4,21",379,1.469,150,"50,66",0,0,0,0,40,0,0,0
Sekolah Tinggi Teologi Sangkakala,STTS,"KAB. SEMARANG - JAWA TENGAH, ID",351,233148,8,3,0,2.129,1.874,93,81,2,4,2,"0,16",286,1.653,152,"66,12",0,0,0,0,160,0,0,0
Universitas Islam Jember,UIJ,"KAB. JEMBER - JAWA TIMUR, ID",2062,071034,88,14,5,5.856,1.875,50,16,5,5,3,"0,03",1.060,1.566,299,"9,79",0,0,0,0,129,0,0,0
STIKES Kesetiakawanan Sosial Indonesia,STIKES KESOSI,"KOTA ADM. JAKARTA BARAT - DKI JAKARTA, ID",1223,033167,13,4,0,2.239,1.847,77,64,1,1,1,"0,03",126,268,31,"6,70",0,0,0,0,40,1,1,"0,03"
Sekolah Tinggi Keguruan dan Ilmu Pendidikan PGRI Sumenep,STKIP PGRI SUMENEP,"KAB. SUMENEP - JAWA TIMUR, ID",2176,073051,70,6,1,5.264,1.818,67,23,7,3,2,"0,04",993,2.068,302,"24,92",0,0,0,0,39,0,0,0
Universitas Hein Namotemo,UNHENA,"KAB. HALMAHERA UTARA - MALUKU UTARA, ID",3316,121019,67,12,0,4.293,1.878,60,26,8,43,6,"0,58",337,674,122,"9,11",0,0,0,0,70,0,0,0
Universitas Al-ghifari,UNFARI,"KOTA BANDUNG - JAWA BARAT, ID",1425,041037,70,7,0,4.345,1.876,48,21,68,145,34,"1,39",873,2.411,323,"23,18",2,3,2,"0,03",77,8,6,"0,08"
Akademi Keperawatan Pemerintah Kabupaten Purworejo,AKPER PEMKAB,"KAB. PURWOREJO - JAWA TENGAH, ID",2021,064102,7,1,0,3.134,1.824,448,261,4,9,4,"1,13",58,132,25,"16,50",0,0,0,0,11,0,0,0
Institut Pendidikan Nusantara Global,INSTITUT PENDIDIKAN NUSANTARA GLOBAL,"KAB. LOMBOK TENGAH - NUSA TENGGARA BARAT, ID",8303,082008,45,6,0,2.362,1.826,45,34,3,1,1,"0,02",316,380,106,"7,17",0,0,0,0,147,1,1,"0,02"
Politeknik Kelautan dan Perikanan Karawang,POLTEK KP KARAWANG,"KAB. KARAWANG - JAWA BARAT, ID",8338,395004,34,4,0,2.926,1.815,84,52,36,120,16,"3,16",385,699,152,"18,39",0,0,0,0,113,5,4,"0,13"
Universitas Nahdlatul Ulama Yogyakarta,UNU YOGYAKARTA,"KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",1989,051023,78,11,0,3.084,1.840,40,24,17,39,13,"0,51",459,1.120,174,"14,55",0,0,0,0,22,0,0,0
Universitas Islam Kebangsaan Indonesia,UNIKI,"KAB. BIREUEN - ACEH, ID",8278,131012,114,12,0,2.573,1.832,18,12,28,50,19,"0,29",513,4.255,202,"24,74",0,0,0,0,50,0,0,0
Sekolah Tinggi Agama Islam Negeri Mandailing Natal,STAIN MADINA,"KAB. MANDAILING NATAL - SUMATERA UTARA, ID",8244001,203037,127,19,0,2.228,1.831,14,12,6,2,2,"0,01",852,1.295,243,"8,09",1,0,0,0,81,0,0,0
Politeknik STIA LAN Bandung,POLITEKNIK STIA LAN BANDUNG,"KOTA BANDUNG - JAWA BARAT, ID",4485,495002,54,4,1,4.151,1.936,70,33,4,8,3,"0,13",961,7.298,428,"121,63",0,0,0,0,270,2,2,"0,03"
Universitas Pejuang Republik Indonesia,UPRI,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2527,091048,108,14,0,3.061,1.944,17,11,22,20,8,"0,08",1.299,6.807,570,"25,78",0,0,0,0,83,0,0,0
Sekolah Tinggi Ilmu Ekonomi Surakarta,STIE SURAKARTA,"KOTA SURAKARTA - JAWA TENGAH, ID",196,063004,30,2,0,4.166,1.926,181,84,15,54,9,"1,93",558,1.389,212,"49,61",1,0,0,0,140,0,0,0
Politeknik Saint Paul Sorong,POLTEKSTPAUL,"KOTA SORONG - PAPUA BARAT, ID",3507,145002,38,6,2,3.760,1.833,82,40,12,8,5,"0,13",303,753,129,"11,95",0,0,0,0,208,0,0,0
Sekolah Tinggi Ilmu Kesehatan Harapan Ibu Jambi,-,"KOTA JAMBI - JAMBI, ID",2951,103041,50,4,1,4.307,1.941,98,44,18,75,12,"1,27",914,1.835,328,"31,10",1,0,0,0,164,3,3,"0,05"
Politeknik Maritim Negeri Indonesia,POLIMARIN,"KOTA SEMARANG - JAWA TENGAH, ID",14,005034,42,6,0,2.722,1.950,66,48,19,21,10,"0,36",192,146,53,"2,52",0,0,0,0,67,0,0,0
Sekolah Tinggi Ilmu Kesehatan Ahmad Dahlan Cirebon,STIKES-ADC,"KAB. CIREBON - JAWA BARAT, ID",1772,043372,10,2,0,1.971,1.948,197,195,0,0,0,0,57,59,13,"4,92",0,0,0,0,0,0,0,0
Universitas 45 Mataram,UPATMA,"KOTA MATARAM - NUSA TENGGARA BARAT, ID",2376,081013,45,6,0,3.557,1.966,65,36,15,20,7,"0,32",362,576,120,"9,14",0,0,0,0,51,3,1,"0,05"
Politeknik Rukun Abdi Luhur,POLTEKUN,"KAB. KUDUS - JAWA TENGAH, ID",8244433,065037,15,3,0,2.070,1.967,138,131,0,0,0,0,159,1.242,88,"82,80",0,0,0,0,10,1,1,"0,07"
STIKes Insan Cendekia Husada Bojonegoro,STIKES ICSADA BOJONEGORO,"KAB. BOJONEGORO - JAWA TIMUR, ID",2258,073158,15,3,1,4.044,1.764,184,80,1,5,1,"0,12",196,337,93,"7,84",0,0,0,0,0,0,0,0
Institut Agama Islam Hamzanwadi Nahdlatul Wathan Lombok Timur,IAIH NW LOTIM,"KAB. LOMBOK TIMUR - NUSA TENGGARA BARAT, ID",3580,212021,61,6,0,2.442,1.956,32,25,4,30,3,"0,39",264,1.151,99,"14,95",0,0,0,0,22,0,0,0
Universitas PGRI Argopuro Jember,-,"KAB. JEMBER - JAWA TIMUR, ID",2124,071106,131,14,4,3.643,1.762,26,13,55,131,35,"0,89",1.842,33.724,678,"227,86",0,0,0,0,68,4,1,"0,03"
IKIP Muhammadiyah Maumere,IKIPMU MAUMERE,"KAB. SIKKA - NUSA TENGGARA TIMUR, ID",2398,152001,60,16,0,2.145,1.779,29,24,18,15,4,"0,19",549,975,157,"12,50",0,0,0,0,52,0,0,0
Sekolah Tinggi Teknologi Angkatan Laut,STTAL,"KOTA SURABAYA - JAWA TIMUR, ID",4480,473001,24,9,2,5.124,1.749,78,27,81,749,60,"11,18",1.174,3.762,432,"56,15",1,6,1,"0,09",91,10,7,"0,15"
Universitas Islam Kuantan Singingi,UNIKS,"KAB. KUANTAN SINGINGI - RIAU, ID",2910,101023,87,13,2,3.271,1.793,38,21,5,28,3,"0,29",1.101,1.588,293,"16,20",0,0,0,0,79,0,0,0
STIKES Mamba ul Ulum Surakarta,STIKESMAMBA,"KOTA SURAKARTA - JAWA TENGAH, ID",4835,063104,25,4,1,2.721,1.792,101,66,4,3,1,"0,11",586,1.819,247,"64,96",0,0,0,0,136,0,0,0
Badan Standarisasi Nasional,BSN,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",4492,0,63,0,1,7.765,1.780,0,0,234,1.187,158,0,1.174,3.974,505,0,0,0,0,0,3,0,0,0
Universitas 17 Agustus 1945 Banyuwangi,-,"KAB. BANYUWANGI - JAWA TIMUR, ID",2063,071035,104,11,0,5.453,1.653,49,15,18,26,11,"0,20",637,1.583,222,"12,37",0,0,0,0,49,0,0,0
Universitas Dharma Andalas,UNIDHA,"KOTA PADANG - SUMATERA BARAT, ID",2911,101024,108,13,1,6.049,1.799,62,18,30,217,15,"1,68",1.119,2.400,418,"18,60",0,0,0,0,76,1,1,"0,01"
Sekolah Tinggi Teologi Tawangmangu,ST3,"KAB. KARANGANYAR - JAWA TENGAH, ID",347,233152,10,2,1,2.724,1.653,248,150,0,0,0,0,256,1.219,151,"101,58",0,0,0,0,115,0,0,0
Universitas Gunung Rinjani,UGR,"KAB. LOMBOK TIMUR - NUSA TENGGARA BARAT, ID",2378,081015,58,7,1,2.327,1.794,35,27,9,23,7,"0,28",760,1.074,230,"13,10",0,0,0,0,101,0,0,0
Sekolah Tinggi Teologi ATI Anjungan Pontianak,STT ATI,"KOTA PONTIANAK - KALIMANTAN BARAT, ID",4201,233216,14,2,0,4.827,1.662,345,119,0,0,0,0,65,347,14,"21,69",0,0,0,0,378,11,7,"0,69"
Institut Pesantren KH. Abdul Chalim Pacet Mojokerto,-,"KAB. MOJOKERTO - JAWA TIMUR, ID",3596,212050,64,14,6,2.533,1.662,33,22,6,6,3,"0,07",854,7.694,395,"92,70",0,0,0,0,85,0,0,0
Politeknik Transportasi Sungai Danau dan Penyeberangan,POLTEKTRANS SDP,"KOTA PALEMBANG - SUMATERA SELATAN, ID",8244495,425012,27,3,0,2.279,1.656,74,53,25,67,16,"1,49",515,777,133,"17,27",0,0,0,0,52,0,0,0
Universitas Cokroaminoto Yogyakarta,UCY,"KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",1871,051006,60,8,3,3.903,1.663,75,32,9,5,3,"0,09",610,2.484,287,"42,83",0,0,0,0,183,3,3,"0,05"
STAI Putra Galuh Ciamis,STAI PGC,"KAB. CIAMIS - JAWA BARAT, ID",3704,213128,17,3,0,2.770,1.661,163,98,0,0,0,0,194,462,24,"15,93",0,0,0,0,17,2,1,"0,07"
STMIK Widya Cipta Dharma,STMIK WICIDA,"KOTA SAMARINDA - KALIMANTAN TIMUR, ID",3181,113030,32,3,1,4.450,1.670,153,58,18,79,11,"2,08",594,2.021,183,"53,18",0,0,0,0,161,0,0,0
Institut Agama Islam (IAI) Al-Aziziyah Samalanga Bireuen Aceh,IAIA,"KAB. BIREUEN - ACEH, ID",8281,212038,109,7,0,2.439,1.724,22,15,4,0,0,0,482,2.124,128,"17,41",0,0,0,0,101,0,0,0
Institut Agama Islam Darussalam (IAID) Ciamis Jawa Barat,IAID,"KAB. CIAMIS - JAWA BARAT, ID",3565,212005,67,8,4,3.215,1.722,42,23,19,103,15,"1,23",655,8.879,286,"105,70",0,0,0,0,129,4,2,"0,05"
SEKOLAH TINGGI PARIWISATA MATARAM,-,"KOTA MATARAM - NUSA TENGGARA BARAT, ID",2492,083099,38,3,2,3.994,1.721,121,52,20,286,9,"4,47",455,1.146,151,"17,91",0,0,0,0,56,0,0,0
Universitas Wanita Internasional,IWU,"KOTA BANDUNG - JAWA BARAT, ID",1434,041047,58,15,0,3.282,1.728,26,14,40,194,23,"1,40",502,10.711,204,"77,06",2,1,1,"0,01",41,0,0,0
